Внутренний идентификатор;Снимаем;Реестровый номер с площадки;Название;Дата публикации в системе;Дата окончания;Цена;Валюта;Заказчик;ИНН заказчика;Площадка;Ссылка на тендер;Регион;Документация
72042981187;0;3158376;Запрос предложений № 3158376 Информационное и сервисное обслуживание, ремонт вычислительной, множительной и оргтехники, модернизацию ПК Информационное и сервисное обслуживание, ремонт вычислительной, множительной и оргтехники, модернизацию ПК;21.11.2022 16:02;25.11.2022 16:00;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3158376;Нижегородская область;
72042981200;0;3158339;Запрос предложений № 3158339 Информационное обслуживание бизнес-приложений Информационное обслуживание бизнес-приложений;21.11.2022 16:02;25.11.2022 16:00;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3158339;Нижегородская область;
72043132506;0;165316-2;165316-2 АВР на линиях связи и оборудовании ВОЛС, СКС, БШПД для предоставления услуг корпоративным клиентам на территории регионов Поволжья в 2022-2024г.г.;21.11.2022 18:00;25.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55081;город Москва;
72043165045;0;SBR028-2211210042;Оказание услуг по предоставлению во временное пользование (аренда) резервного канала связи;21.11.2022 18:10;30.11.2022 18:00;-;RUB;"ООО ""СБЕРБАНК-ТЕЛЕКОМ"" 7736264044";7736264044;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/45/0/0/1073977;город Москва;http://www.tenderland.ru/getarch.php?id=72043165045&module=commerce
72044215843;0;167510;167510 Модернизация системы прецизионного кондиционирования (ПСКВ) г. Междуреченск;22.11.2022 6:51;07.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55084;город Москва;
72044400072;0;167906;167906 167906 Уведомление о проведении открытого запроса предложений на Услуги по предоставлению доступа к системе для сбора, мониторинга, анализа данных из рекламных кабинетов и аналитических систем для оценки влияния рекламных активностей на бизнес компании;22.11.2022 9:49;25.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55092;город Москва;
72044484511;1;167809;167809 167809 Уведомление о проведении запроса информации на поставку IP аппаратов г. Владивосток;22.11.2022 10:50;24.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55095;город Москва;
72044731184;0;167747;167747 Уведомление о проведении открытого запроса предложений на право заключения договоров на выполнение комплекса ПИР, СМР и ПНР по строительству ВОЛС, базовых и абонентских станций БШПД, пролетов точка-точка на оборудовании РРЛ и WIFI строительству сетей WiFi, структурированных кабельных систем (СКС), домовых распределительных сетей телевидения (ДРС ТВ), информационных систем Интернет вещей (IoT), систем видеонаблюдения, постов приема спутникового телевидения (СТВ), систем Умное здание для предоставления услуг корпоративным клиентам в филиалах ПАО МТС на территории Центрального федерального округа в 2023-2025г.г. (Торги № 167747).;22.11.2022 13:52;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55113;город Москва;
72044770959;0;167832;167832 ТО и АВР ВОЛС в регионах Юга.;22.11.2022 14:12;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55115;город Москва;
72044820512;0;167819;167819 ТО и АВР ЭПУ в регионах Урала.;22.11.2022 14:53;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55119;город Москва;
72044820551;0;167823;167823 АВР фиксированной сети В2В в регионах Центра.;22.11.2022 14:53;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55117;город Москва;
72044856513;0;167808;167808 Тех.поддержка региональных ТВ станций;22.11.2022 15:11;30.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55126;город Москва;
72044929159;0;3159671;Запрос предложений № 3159671 Оказание услуги по информационному обновлению баз нормативно-технической документации (на период с 01.01.2023 по 31.12.2023) Оказание услуги по информационному обновлению баз нормативно-технической документации (на период с 01.01.2023 по 31.12.2023);22.11.2022 16:02;28.11.2022 15:30;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3159671;Нижегородская область;
72044938575;0;SBR028-2211220016;Оказание услуг по отправке сервисных/рекламных сообщений участникам Кэшбэк-сервиса (Программы лояльности) на 5 лет (1 этап);22.11.2022 16:10;06.12.2022 12:00;-;RUB;"АО ""НСПК"" 7706812159";7706812159;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/7/0/0/1074755;город Москва;
72044939598;0;167818;167818 ТО и АВР АМС в регионах Поволжья.;22.11.2022 16:11;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55121;город Москва;
72044996229;1;COM22112200044;COM22112200044 Выбор лизингодателя по приобретению аппаратно-программного комплекса системы управления проектами;22.11.2022 17:01;29.11.2022 17:00;-;RUB;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛЕМЕНТ"" 9703014282";9703014282;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM22112200044;город Москва;http://www.tenderland.ru/getarch.php?id=72044996229&module=commerce
72046177815;1;COM22112200098;COM22112200098 Поставка коммутаторов Juniper для нужд ООО «ВК»;23.11.2022 7:12;28.11.2022 11:00;284 375,00;USD;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВК"" 7743001840";7743001840;www.roseltorg.ru;https://www.roseltorg.ru/procedure/COM22112200098;город Москва;
72046265011;0;168060;168060 168060 Уведомление о проведении запроса информации на поставку услуг по монтажу видеокамер, видеорегистраторов, иного оборудования г. Почеп;23.11.2022 8:15;25.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55137;город Москва;
72046265012;1;168061;168061 168061 Уведомление о проведении запроса информации на поставку лицензий IP-телефоны г. Владивосток;23.11.2022 8:15;24.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55139;город Москва;
72046308773;1;168066;168066 168066 Уведомление о проведении запроса информации на поставку системы видеонаблюдения, контроля и управления доступом Вологодская обл.;23.11.2022 8:52;24.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55145;город Москва;
72046412972;0;3160399;Запрос предложений № 3160399 Техническое обслуживание систем противопожарной защиты и первичных средств пожаротушения Открытый запрос предложений по выбору поставщика для проведения технического обслуживания систем противопожарной защиты и первичных средств пожаротушения на объекте защиты ООО «МТС Диджитал» по адресу: г. Псков, ул. Юбилейная, д.40, пом. 1005;23.11.2022 10:02;25.11.2022 13:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3160399;Псковская область;
72046425231;0;SBR028-2211230001;ВТОРОЙ ТУР Открытого запроса предложений на поставку заготовок пластиковых карт ПС МИР и CUP, услуги по персонализации карт и сборке клиентских комплектов для ПАО «МТС-Банк»;23.11.2022 10:10;25.11.2022 10:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1075084;город Москва;http://www.tenderland.ru/getarch.php?id=72046425231&module=commerce
72046476050;1;168082;168082 168082,2 Уведомление о проведении запроса информации на поставку шкафов связи, телекоммуникационных г. Усинск;23.11.2022 10:52;29.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55153;город Москва;
72046549354;1;168083;168083 168083,1 Уведомление о проведении запроса информации на поставку постов сигнализации, извещателей, оповещателей, ИБП, ЗИП г. Усинск;23.11.2022 11:52;29.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55155;город Москва;
72046574135;0;3160674;"Запрос предложений № 3160674 Информационные услуги в системе ""Консультант +"" Информационные услуги в системе ""Консультант +""";23.11.2022 12:02;29.11.2022 14:00;-;RUB;ООО «УАЗ» 7327077188;7327077188;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3160674;Ульяновская область;
72046640187;1;168093;168093 RFI 168093 Смартфон Apple Москва;23.11.2022 12:51;24.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55164;город Москва;
72047256674;1;5258561-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;23.11.2022 20:03;28.11.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/RAvFgmaIfJG9FlkyDb-GLw;-;http://www.tenderland.ru/getarch.php?id=72047256674&module=commerce
72047256675;1;5258560-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;23.11.2022 20:03;28.11.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/agWuWU5OgPH575BXs85_NQ;-;http://www.tenderland.ru/getarch.php?id=72047256675&module=commerce
72047256676;1;5258559-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;23.11.2022 20:03;28.11.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/wf3fFgr_BGgrYyiBifTQEA;-;http://www.tenderland.ru/getarch.php?id=72047256676&module=commerce
72047264441;0;SBR028-2211230025;Запрос цен на закупку ПАК ViPNet Coordinator HW1000, лицензий на право использования ПО ПАК, услуг по настройке ПАК и технической поддержке.;23.11.2022 20:10;30.11.2022 15:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1075946;город Москва;
72047282503;1;5258562-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;23.11.2022 20:26;28.11.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/e85DPavqGrnIKXTFiDBRag;-;http://www.tenderland.ru/getarch.php?id=72047282503&module=commerce
72048161019;0;167825;167825 167825 Уведомление о проведении открытого запроса предложений на право заключения договора по замене оборудования электропитания (демонтаж/монтаж АКБ) и СКВ (демонтаж/монтаж кондиционеров) на объектах филиала ПАО МТС в Новосибирской области в 2023-2024г.г.(торги №167825);24.11.2022 6:50;06.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55188;город Москва;
72048237078;1;168146;168146 168146 Уведомление о проведении запроса информации на поставку IP-телефоны г. Владивосток;24.11.2022 7:50;25.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55194;город Москва;
72048408602;0;2576208;RFI_Проведение работ по послегарантийному ремонту (ПГР) оборудования FTTB;24.11.2022 9:55;30.11.2022 20:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2576208;город Москва;http://www.tenderland.ru/getarch.php?id=72048408602&module=commerce
72048699318;0;167973;167973 Уведомление о проведении открытого запроса предложений на право заключения договора оказания услуг технической поддержки системы АПК оборудования центрального EPG сервера 2022-2024гг (Торги № 167973);24.11.2022 13:12;01.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55224;город Москва;
72048746773;0;2576840;Техническая поддержка ПО Oracle, используемых в составе программно-технических комплексов на технических площадках ПАО МГТС;24.11.2022 13:52;02.12.2022 13:00;8 250 000,00;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2576840;город Москва;http://www.tenderland.ru/getarch.php?id=72048746773&module=commerce
72048786561;1;;2576840 Техническая поддержка ПО Oracle;24.11.2022 14:11;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55231;город Москва;
72048838603;0;2576917;Выполнения работ по технической инсталляции абонентского оборудования с последующей настройкой услуг, курьерской доставке, привлечению к услугам оператора;24.11.2022 14:51;01.12.2022 12:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2576917;город Москва;http://www.tenderland.ru/getarch.php?id=72048838603&module=commerce
72048897229;1;COM24112200075;Поставку светодиодного экрана;24.11.2022 15:37;01.12.2022 12:00;92 577 818,80;RUB;АКЦИОНЕРНОЕ ОБЩЕСТВО «К-ТЕХНОЛОГИИ» 7713723559;7713723559;com.roseltorg.ru;https://com.roseltorg.ru/#com/procedure/view/procedure/811404;город Москва;http://www.tenderland.ru/getarch.php?id=72048897229&module=commerce
72049548165;1;168218;168218 168218 Уведомление о проведении запроса информации на Строительство ВОЛС на месторождениях ЦХП;24.11.2022 23:17;01.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55249;город Москва;
72049589337;1;168219;168219 168219 Уведомление о проведении запроса информации на поставку планшетов Apple Москва;24.11.2022 23:51;28.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55251;город Москва;
72049682621;1;168221;168221 168221 Уведомление о проведении запроса информации на поставку Коммутатор, Трансивер Москва;25.11.2022 0:51;28.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55255;город Москва;
72050232336;1;168225;168225 168225 Уведомление о проведении запроса информации на поставку видеокамер, г. Чебоксары (GS);25.11.2022 7:20;29.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55259;город Москва;
72050288084;1;3162917;Запрос предложений № 3162917 Видеокамеры UNV IPC6622SR-X33-VF-RU, г. Чебоксары Видеокамеры UNV IPC6622SR-X33-VF-RU, г. Чебоксары (GS);25.11.2022 8:02;29.11.2022 16:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3162917;Чувашская Республика - Чувашия;
72050461119;1;3162985;Запрос предложений № 3162985 Расходные материалы, г. Калининград (GS) Расходные материалы, г. Калининград (GS);25.11.2022 10:02;29.11.2022 16:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3162985;Калининградская область;
72050563844;1;168248;168248 168248 Уведомление о проведении запроса информации на поставку серверов ГРАВИТОН г. Владикавказ;25.11.2022 11:10;28.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55270;город Москва;
72050613640;0;168250;168250 168250 Уведомление о проведении запроса информации на Услуги технического обслуживания систем ВН Москва;25.11.2022 12:00;28.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55276;город Москва;
72050613641;0;168236;168236 уведомление о проведении открытого запроса предложений по выбору поставщика комплектующих необходимых для расширения сетевых возможностей серверов Gagarin;25.11.2022 12:00;09.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55277;город Москва;
72050613642;1;168253;168253 168253 Уведомление о проведении запроса информации на Проведение строительно-монтажных работ г. Вологда;25.11.2022 12:00;28.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55279;город Москва;
72050646253;0;167845;"167845 167845 Уведомление о проведении открытого запроса предложений на право заключения договора на выполнение работ по созданию ИС ""Платформа визуализации событий центра мониторинга (ПВСЦМ) для ООО ""Прикладная техника"".";25.11.2022 12:11;09.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55281;город Москва;
72050781856;0;168106;168106 Уведомление о продлении открытого запроса предложений на право заключения договора услуг технического обслуживания оборудования систем безопасности объектов ПАО МТС, расположенных в Санкт-Петербурге и Ленинградской области (Торги №168106);25.11.2022 13:51;08.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55283;город Москва;
72050973033;0;3163709;Запрос предложений № 3163709 Техническое обслуживание систем противопожарной защиты и первичных средств пожаротушения Открытый запрос предложений по выбору поставщика для проведения технического обслуживания систем противопожарной защиты и первичных средств пожаротушения на объекте защиты ООО «МТС Диджитал» по адресу: г. Псков, ул. Юбилейная, д.40, пом. 1005;25.11.2022 16:02;02.12.2022 13:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3163709;Псковская область;
72050994369;0;SBR028-2211250050;Разработка системы управления видеопотоками с устройств, подключенных к серверу видеонаблюдения, RtmpTranscoder;25.11.2022 16:10;29.11.2022 12:00;-;RUB;"АО ""СИТРОНИКС"" 7735116621";7735116621;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1077834;город Москва;
72051005633;1;038-435;Запрос информации: поставка MacBook;25.11.2022 16:22;02.12.2022 17:00;-;RUB;"ООО ""Т1 Инновации"" 9718107268";9718107268;bidzaar.com;https://bidzaar.com/process/light/059bd279-482d-4a0b-a221-b73fe3d6aa03;город Москва;
72051005634;1;038-785;Запрос цен на поставку лицензий;25.11.2022 16:22;05.12.2022 11:00;-;RUB;"ООО ""Т1 Инновации"" 9718107268";9718107268;bidzaar.com;https://bidzaar.com/process/light/24c303dc-19b1-4407-b674-51094361658f;город Москва;
72051044738;1;168288;168288 168288 Уведомление о проведении запроса информации на поставку Оборудования (Ноутбук, Моноблок, Коммутатор, Сервер) г. Липецк;25.11.2022 16:52;30.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55301;город Москва;
72051337001;0;SBR028-2211250059;Открытый запрос предложений. Работы по прокладке линий СКС в гор. Рязани, ул. Маяковского, д 1а для ПАО «МТС-Банк»;25.11.2022 20:09;02.12.2022 10:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1078071;Рязанская область;
72056426174;1;SBR028-2211280001;Открытый запрос цен. Поставка уничтожителей бумаги (шредеров) в офисы регионального центра Восток ПАО «МТС-Банк»;28.11.2022 10:10;05.12.2022 10:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/5/0/0/1078276;город Москва;
72056472326;1;168308;168308 168308 Уведомление о проведении запроса информации на поставку компьютеров и мониторов, г. Архангельск;28.11.2022 10:50;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55315;город Москва;
72056574250;1;3164583;Запрос предложений № 3164583 поставка компьютеров и мониторов, г. Архангельск поставка компьютеров и мониторов, г. Архангельск;28.11.2022 12:02;02.12.2022 16:00;-;RUB;"ПАО ""МТС"" 7740000076";7740000076;www.b2b-center.ru;https://www.b2b-center.ru/market/view.html?id=3164583;Архангельская область;
72056582694;1;2580696;Дроп-кабель NTSS SPC SC/APC-SC/APC 9/125 G657.A2 3.0мм 50м LSZH в прозрачном буфере;28.11.2022 12:10;30.11.2022 10:00;-;RUB;ПАО МГТС 7710016640;7710016640;223.rts-tender.ru;https://223.rts-tender.ru/supplier/auction/Trade/View.aspx?Id=2580696;город Москва;http://www.tenderland.ru/getarch.php?id=72056582694&module=commerce
72056628935;1;168323;168323 168323 Уведомление о проведении запроса информации на поставку плат управления и домофонных панелей, г. Ростов-на-Дону;28.11.2022 12:50;30.11.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55335;город Москва;
72056662731;1;168332;168332 168332 Уведомление о проведении запроса информации на СМР и поставку терминалов мониторинга Аруснави, г. Ульяновск;28.11.2022 13:11;01.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55337;город Москва;
72056662732;0;168165;168165 Оказание услуг по калибровке цветов мониторов 2023-2024;28.11.2022 13:11;09.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55340;город Москва;
72056872623;0;168346;168346 168346 Уведомление о проведении открытого запроса предложений на право заключения рамочного договора, по проведению СОУТ, производственного контроля в филиалах МТС Диджитал;28.11.2022 15:52;06.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55347;город Москва;
72056872624;0;167829,1;167829,1 Проведение открытого запроса предложений по выбору поставщика оптических приемников и коаксиальных усилителей в 2023-25 гг. для ГК МТС (1528060);28.11.2022 15:52;12.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55350;город Москва;
72057076451;1;SBR028-2211280016;"Запрос предложений по Гостиничному Телевизору Samsung Model: HG50AU800 для ООО ""Комплекс ""Серебряный бор""";28.11.2022 18:12;12.12.2022 18:00;-;RUB;"ООО ""КОМПЛЕКС ""СЕРЕБРЯНЫЙ БОР"" 7734549559";7734549559;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1079109;Московская область;
72057079058;1;5259161-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;28.11.2022 18:17;01.12.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/VzgI0yzeZc1IfX7s-P3ukA;-;http://www.tenderland.ru/getarch.php?id=72057079058&module=commerce
72057079059;1;5259160-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;28.11.2022 18:17;01.12.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/SlRUnS42Dmvwu6MhitWYkQ;-;http://www.tenderland.ru/getarch.php?id=72057079059&module=commerce
72057079060;1;5259159-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;28.11.2022 18:17;01.12.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/UrmtpTnGsUU4ALo_IsyYdg;-;http://www.tenderland.ru/getarch.php?id=72057079060&module=commerce
72057079061;1;5259158-1;Поставка расходных материалов и ЗИП для компьютерного оборудования;28.11.2022 18:17;01.12.2022 17:00;-;RUB;"ООО ""ВТК-С""";2311113226;fabrikant.ru;https://fabrikant.ru/v2/trades/procedure/view/jyys3-kugde-e7lJiu3QLw;-;http://www.tenderland.ru/getarch.php?id=72057079061&module=commerce
72058253031;0;;1000115.t Торги 168333_ТО, АВР ВОЛС в ЯНАО;29.11.2022 9:00;05.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55360;город Москва;
72058356600;0;SBR028-2211290002;Открытый запрос предложений на Поставку лицензий, проведение работ по внедрению и сопровождение Системы контроля за привилегированными учетными записями 2022-2023г.г.;29.11.2022 10:08;13.12.2022 12:00;-;RUB;"ПАО ""МТС-Банк"" 7702045051";7702045051;utp.sberbank-ast.ru;https://utp.sberbank-ast.ru/VIP/NBT/PurchaseView/632/0/0/1079294;город Москва;
72058443196;0;168166;168166 Поставка системы электропитания и выпрямителей Новосибирск;29.11.2022 11:12;06.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55364;город Москва;
72058443197;1;168393;168393 168393 Уведомление о проведении запроса информации на поставку Оборудования (Модем, Усилитель сотовой связи, ИБП, Модуль и т.д.) г. Архангельск;29.11.2022 11:12;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55369;город Москва;
72058443198;0;167616;167616 Услуги по ТЭО выделенным транспортом МТС и ГК;29.11.2022 11:12;06.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55370;город Москва;
72058482509;1;168394;168394 168394 Уведомление о проведении запроса информации на поставку Серверного Оборудования г. Пенза;29.11.2022 11:50;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55377;город Москва;
72058482510;1;168395;168395 168395 Уведомление о проведении запроса информации на поставку USB-модемы г. Киров;29.11.2022 11:50;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55379;город Москва;
72058519559;1;168398;168398 168398 Уведомление о проведении запроса информации на поставку Контроллера СКУД г. Калининград;29.11.2022 12:10;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55396;город Москва;
72058644721;1;168400;168400 168400 Уведомление о проведении запроса информации на поставку Картриджа лазерный Cactus респ. Бурятия;29.11.2022 13:51;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55412;город Москва;
72058891500;1;168426;168426 168426 Уведомление о проведении запроса информации на поставку Системного блока (компьютер) г. Москва;29.11.2022 16:51;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55421;город Москва;
72058891502;1;168435;168435 168435 Уведомление о проведении запроса информации на поставку Оборудования (Точка доступа, Коммутатор, Модуль) г. Москва;29.11.2022 16:51;01.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55427;город Москва;
72058891503;1;168437;168437 168437 Уведомление о проведении запроса информации на Предоставление права использования простой (неисключительной) лицензии Москва;29.11.2022 16:51;02.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55433;город Москва;
72059018974;1;038-923;Жесткие диски Dell 1.2 TB;29.11.2022 18:21;09.12.2022 15:00;-;RUB;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТТ-ТРЭВЕЛ"" 7714775020";7714775020;bidzaar.com;https://bidzaar.com/process/light/96b070be-d03b-45b1-ae8a-916b6d676af4;город Москва;
72059130378;1;168468;168468 168468 Уведомление о проведении запроса информации на поставку Коммутаторов Московская обл., Ногинский р-н, Обухово.;29.11.2022 19:50;01.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55460;город Москва;
72059130380;1;168470;168470 168470 Уведомление о проведении запроса информации на Монтаж оборудования видеонаблюдения Брянская обл., р.п. Климово;29.11.2022 19:50;01.12.2022 0:00;-;RUB;ПАО «МТС»;7740000076;tenders.mts.ru;https://tenders.mts.ru/tenders/55466;город Москва;
